GMID,Name,School,Year,PercShotS2P,S2PPer,PercShotl2P,L2PPer,PercL2PLC,PercShot3P,ThreePer,Perc3PLC
101240,Dominique Shaw,Prairie View A&M,2015,20.00%,0.00%,60.00%,0.00%,30.00%,20.00%,0.00%,33.33%
101241,Tevin Bellinger,Prairie View A&M,2015,26.58%,57.14%,26.58%,42.86%,22.83%,46.84%,24.32%,30.83%
101241,Tevin Bellinger,Prairie View A&M,2016,18.81%,52.63%,33.66%,32.35%,36.56%,47.52%,25.00%,35.29%
101242,Lavonne Davis,Prairie View A&M,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101242,Lavonne Davis,Prairie View A&M,2016,100.00%,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
101244,Tyler Miller,Prairie View A&M,2015,40.00%,75.00%,60.00%,16.67%,42.86%,0.00%,NA,NA
101245,Jordan Lumpkins,Prairie View A&M,2015,NA,NA,NA,NA,NA,NA,NA,NA
101245,Jordan Lumpkins,Prairie View A&M,2016,NA,NA,NA,NA,0.00%,NA,NA,NA
101245,Jordan Lumpkins,Prairie View A&M,2017,50.00%,100.00%,50.00%,0.00%,33.33%,0.00%,NA,NA
101246,Ja'Donta Blakely,Prairie View A&M,2015,33.33%,42.86%,38.10%,25.00%,36.36%,28.57%,33.33%,66.67%
101246,Ja'Donta Blakely,Prairie View A&M,2016,46.55%,44.44%,43.10%,28.00%,39.68%,10.34%,16.67%,46.15%
101248,Dewayne Washington,Texas Southern,2015,100.00%,0.00%,0.00%,NA,NA,0.00%,NA,NA
101249,Cavan LaRose,Sacred Heart,2015,NA,NA,NA,NA,NA,NA,NA,NA
101249,Cavan LaRose,Sacred Heart,2017,NA,NA,NA,NA,NA,NA,NA,NA
101250,Michael Matlock,Mississippi Valley State,2015,33.33%,100.00%,66.67%,50.00%,15.38%,0.00%,NA,NA
101250,Michael Matlock,Mississippi Valley State,2016,75.00%,16.67%,25.00%,25.00%,66.67%,0.00%,NA,NA
101251,Amir Savon,Mississippi Valley State,2015,100.00%,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
101252,Bennett Davis,Mississippi Valley State,2015,0.00%,NA,100.00%,100.00%,50.00%,0.00%,NA,NA
101257,Kylan Phillips,Mississippi Valley State,2015,0.00%,NA,53.06%,23.08%,27.08%,46.94%,21.74%,35.94%
101257,Kylan Phillips,Mississippi Valley State,2016,9.52%,50.00%,38.10%,18.75%,38.10%,52.38%,18.18%,40.74%
101257,Kylan Phillips,Mississippi Valley State,2017,11.54%,33.33%,65.38%,35.29%,23.94%,23.08%,33.33%,30.00%
101258,Ta'Jay Henry,Mississippi Valley State,2015,37.84%,57.14%,59.46%,27.27%,34.92%,2.70%,0.00%,100.00%
101258,Ta'Jay Henry,Mississippi Valley State,2016,65.38%,47.06%,34.62%,33.33%,26.47%,0.00%,NA,NA
101259,Damian Young,Mississippi Valley State,2015,9.38%,66.67%,34.38%,22.73%,26.83%,56.25%,38.89%,36.73%
101260,"Ronald Strother, Jr.",Mississippi Valley State,2015,50.00%,0.00%,50.00%,33.33%,27.27%,0.00%,NA,0.00%
101260,"Ronald Strother, Jr.",Mississippi Valley State,2016,14.29%,50.00%,35.71%,20.00%,38.46%,50.00%,28.57%,29.17%
101261,Marcus Romain,Mississippi Valley State,2015,25.84%,56.52%,44.94%,32.50%,29.20%,29.21%,38.46%,31.71%
101261,Marcus Romain,Mississippi Valley State,2016,35.19%,36.84%,37.04%,40.00%,24.69%,27.78%,33.33%,21.43%
101269,John Sanders,Mississippi Valley State,2015,12.50%,0.00%,62.50%,20.00%,71.43%,25.00%,50.00%,33.33%
101282,Toby Egbuna,North Carolina,2015,0.00%,NA,100.00%,0.00%,50.00%,0.00%,NA,0.00%
101283,Quentin Taylor,Indiana,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101283,Quentin Taylor,Indiana,2016,NA,NA,NA,NA,NA,NA,NA,NA
101283,Quentin Taylor,Indiana,2017,NA,NA,NA,NA,NA,NA,NA,NA
101284,"Michael Dowdy, Jr.",Seton Hall,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,100.00%,100.00%
101284,"Michael Dowdy, Jr.",Seton Hall,2016,NA,NA,NA,NA,NA,NA,NA,NA
101285,Mike Noyes,Connecticut,2015,0.00%,NA,100.00%,100.00%,33.33%,0.00%,NA,NA
101285,Mike Noyes,Connecticut,2016,0.00%,NA,50.00%,0.00%,50.00%,50.00%,0.00%,100.00%
101285,Mike Noyes,Connecticut,2017,0.00%,NA,100.00%,0.00%,100.00%,0.00%,NA,0.00%
101286,Novian Cherry,Savannah State,2015,60.00%,33.33%,20.00%,0.00%,33.33%,20.00%,0.00%,100.00%
101287,Brandon Wimberly,Georgia Southern,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
101287,Brandon Wimberly,Georgia Southern,2016,NA,NA,NA,NA,0.00%,NA,NA,0.00%
101288,Jackie Saucer,Bethune-Cookman,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,50.00%
101289,Gus Navickas,Bethune-Cookman,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101293,Josh Crumpler,Campbell,2016,NA,NA,NA,NA,0.00%,NA,NA,0.00%
101294,Nick Parker,Campbell,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
101294,Nick Parker,Campbell,2016,0.00%,NA,33.33%,0.00%,50.00%,66.67%,0.00%,50.00%
101294,Nick Parker,Campbell,2017,25.00%,100.00%,50.00%,0.00%,66.67%,25.00%,0.00%,10.00%
101295,Troy Stancil,Jackson State,2015,23.53%,50.00%,11.76%,0.00%,15.38%,64.71%,18.18%,16.42%
101296,Troy Norris,Oregon,2015,0.00%,NA,100.00%,0.00%,100.00%,0.00%,NA,NA
101362,Imani Miller,Hampton,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101362,Imani Miller,Hampton,2016,50.00%,0.00%,25.00%,100.00%,50.00%,25.00%,100.00%,100.00%
101363,Akim Mitchell,Hampton,2015,10.00%,100.00%,70.00%,28.57%,29.17%,20.00%,0.00%,11.11%
101363,Akim Mitchell,Hampton,2016,18.75%,66.67%,65.63%,47.62%,35.00%,15.63%,40.00%,22.73%
101363,Akim Mitchell,Hampton,2017,25.93%,71.43%,55.56%,46.67%,24.19%,18.52%,40.00%,16.67%
101364,Trevond Barnes,Hampton,2015,75.00%,66.67%,25.00%,100.00%,11.11%,0.00%,NA,0.00%
101364,Trevond Barnes,Hampton,2016,38.78%,57.89%,46.94%,43.48%,51.11%,14.29%,42.86%,25.93%
101364,Trevond Barnes,Hampton,2017,29.17%,57.14%,45.83%,36.36%,20.75%,25.00%,0.00%,25.00%
101365,Tre Houston,Hampton,2016,NA,NA,NA,NA,NA,NA,NA,NA
124690,Trey Houston,Hampton,2017,NA,NA,NA,NA,NA,NA,NA,NA
101366,Eugene Marshall III,Hampton,2016,0.00%,NA,0.00%,NA,NA,100.00%,100.00%,33.33%
101366,Eugene Marshall III,Hampton,2017,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,12.50%
101367,Devon Oakley,Hampton,2015,50.00%,0.00%,50.00%,0.00%,100.00%,0.00%,NA,0.00%
101367,Devon Oakley,Hampton,2016,73.68%,42.86%,15.79%,33.33%,27.27%,10.53%,0.00%,25.00%
101370,Sam Worman,Liberty,2015,50.00%,0.00%,0.00%,NA,0.00%,50.00%,0.00%,100.00%
101372,Christian Wise,Florida A&M,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,25.00%
101373,Isaiah Omoregie,Florida A&M,2015,55.56%,60.00%,44.44%,62.50%,26.67%,0.00%,NA,0.00%
101374,Tim Donohoe,Stony Brook,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,25.00%
101374,Tim Donohoe,Stony Brook,2016,NA,NA,NA,NA,NA,NA,NA,NA
101375,Tanner Borchardt,Nebraska,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101375,Tanner Borchardt,Nebraska,2016,NA,NA,NA,NA,NA,NA,NA,NA
101375,Tanner Borchardt,Nebraska,2017,0.00%,NA,100.00%,0.00%,25.00%,0.00%,NA,NA
101457,Kyle Massie,Texas-San Antonio,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,100.00%,16.67%
101457,Kyle Massie,Texas-San Antonio,2016,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,16.67%
101457,Kyle Massie,Texas-San Antonio,2017,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,100.00%
101460,Josh Hanson,Stanford,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,33.33%
101460,Josh Hanson,Stanford,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
101462,Alex Seutin,Stanford,2015,NA,NA,NA,NA,NA,NA,NA,NA
101633,Maxx Bleecher,Florida Gulf Coast,2015,0.00%,NA,50.00%,100.00%,50.00%,50.00%,0.00%,33.33%
101633,Maxx Bleecher,Florida Gulf Coast,2016,100.00%,100.00%,0.00%,NA,NA,0.00%,NA,0.00%
101635,Randy Cruzet,San Francisco,2015,NA,NA,NA,NA,NA,NA,NA,NA
101636,Abdul Dial,St. John's,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
101637,Carlitos Anderson,Akron,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
101637,Carlitos Anderson,Akron,2016,100.00%,0.00%,0.00%,NA,NA,0.00%,NA,NA
101704,Miles Rockafeler,St. Francis (NY),2015,NA,NA,NA,NA,NA,NA,NA,NA
101919,Aser Ghebremichael,Boston College,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
101919,Aser Ghebremichael,Boston College,2016,NA,NA,NA,NA,NA,NA,NA,NA
101920,Jordan Barros,Boston College,2015,0.00%,NA,0.00%,NA,NA,100.00%,100.00%,50.00%
102221,Christian Vega,Saint Joseph's,2015,NA,NA,NA,NA,NA,NA,NA,NA
102221,Christian Vega,Saint Joseph's,2016,NA,NA,NA,NA,NA,NA,NA,0.00%
102221,Christian Vega,Saint Joseph's,2017,NA,NA,NA,NA,0.00%,NA,NA,NA
102222,Codey McElroy,Oklahoma State,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
102225,Stephen Strachan,Middle Tennessee State,2016,NA,NA,NA,NA,NA,NA,NA,NA
102226,Robbie Feinberg,Harvard,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
102226,Robbie Feinberg,Harvard,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
102226,Robbie Feinberg,Harvard,2017,0.00%,NA,0.00%,NA,NA,100.00%,25.00%,80.00%
102228,Nick Cunningham,Siena,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
102292,Elijah Mays,Florida A&M,2016,18.92%,28.57%,56.76%,23.81%,26.25%,24.32%,0.00%,14.06%
102292,Elijah Mays,Florida A&M,2017,10.94%,57.14%,59.38%,44.74%,24.84%,29.69%,31.58%,30.65%
102293,Kirkland Humphrey,Eastern Kentucky,2015,NA,NA,NA,NA,NA,NA,NA,NA
102293,Kirkland Humphrey,Eastern Kentucky,2016,0.00%,NA,66.67%,0.00%,100.00%,33.33%,0.00%,25.00%
102293,Kirkland Humphrey,Eastern Kentucky,2017,NA,NA,NA,NA,NA,NA,NA,0.00%
102294,Paulo Cruz,Arizona,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,50.00%
102294,Paulo Cruz,Arizona,2016,33.33%,0.00%,0.00%,NA,0.00%,66.67%,0.00%,100.00%
102295,Jake Mosiman,Arkansas,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
102297,Chase Jones,Virginia Military,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
102299,Jadon Reynolds,Abilene Christian,2016,NA,NA,NA,NA,NA,NA,NA,0.00%
102300,Joseff Smith,Alabama State,2015,0.00%,NA,100.00%,100.00%,100.00%,0.00%,NA,NA
102301,Dominique Bullock,Georgia Southern,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,20.00%
102302,James Holder,Georgia Southern,2015,50.00%,0.00%,0.00%,NA,NA,50.00%,0.00%,25.00%
102302,James Holder,Georgia Southern,2016,0.00%,NA,100.00%,0.00%,50.00%,0.00%,NA,0.00%
102307,Mike Davis (4),Towson,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
102403,David Cunningham,Nevada,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,33.33%
102403,David Cunningham,Nevada,2017,NA,NA,NA,NA,NA,NA,NA,0.00%
81315,Joel Fiegler,Central Arkansas,2014,NA,NA,NA,NA,NA,NA,NA,NA
102487,Julian Powell,Saint Peter's,2017,33.33%,33.33%,33.33%,100.00%,16.67%,33.33%,0.00%,33.33%
102492,Branden Jenkins,LSU,2016,14.29%,0.00%,71.43%,0.00%,25.00%,14.29%,0.00%,7.69%
102495,Duop Reath,LSU,2016,20.59%,42.86%,66.18%,26.67%,29.03%,13.24%,44.44%,25.71%
102495,Duop Reath,LSU,2017,17.24%,86.67%,66.67%,41.38%,35.58%,16.09%,21.43%,31.82%
102497,Leston Gordon,New Mexico State,2017,NA,NA,NA,NA,0.00%,NA,NA,NA
102498,Andre Edwards,East Tennessee State,2017,0.00%,NA,50.00%,50.00%,33.33%,50.00%,50.00%,16.67%
102632,D'Angelo McBride,Bradley,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,50.00%
102810,Rafiki Muhamad,Texas-RGV,2015,NA,NA,NA,NA,NA,NA,NA,NA
102815,Brenton Petty,Fordham,2015,NA,NA,NA,NA,0.00%,NA,NA,NA
102815,Brenton Petty,Fordham,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
102815,Brenton Petty,Fordham,2017,33.33%,0.00%,0.00%,NA,NA,66.67%,0.00%,100.00%
102959,Kyler Nielson,Southern Utah,2014,NA,NA,NA,NA,0.00%,NA,NA,0.00%
102974,Kwei Lartey,North Carolina A&T,2017,19.44%,14.29%,19.44%,0.00%,63.64%,61.11%,27.27%,36.07%
102976,Corey Tillery,Tennessee Tech,2017,23.08%,66.67%,15.38%,100.00%,16.67%,61.54%,0.00%,25.00%
102978,Tre Maloney,Florida Atlantic,2017,NA,NA,NA,NA,0.00%,NA,NA,NA
103161,Andrew Jones (3),Texas,2016,10.29%,57.14%,25.00%,47.06%,28.81%,64.71%,27.27%,35.77%
103161,Andrew Jones (3),Texas,2017,17.39%,75.00%,26.09%,33.33%,33.33%,56.52%,61.54%,31.71%
103219,Daniel Hazlewood,Northwestern State,2015,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,50.00%
103235,Chris Rivera,Manhattan,2015,NA,NA,NA,NA,NA,NA,NA,NA
103429,Darnell Dunn,Pepperdine,2017,44.68%,66.67%,42.55%,30.00%,28.99%,12.77%,16.67%,40.00%
103453,Jason Boswell,Central Michigan,2015,NA,NA,NA,NA,NA,NA,NA,NA
103454,Alec Raven,Cal Poly,2016,100.00%,100.00%,0.00%,NA,NA,0.00%,NA,0.00%
103506,Sandro Mamukelashvili,Seton Hall,2017,27.78%,20.00%,16.67%,66.67%,75.00%,55.56%,40.00%,37.04%
103584,Ayo Adedeji,Stanford,2015,50.00%,0.00%,0.00%,NA,NA,50.00%,0.00%,50.00%
103651,Braxton Key,Alabama,2016,27.27%,48.15%,37.37%,27.03%,43.02%,35.35%,37.14%,36.08%
103651,Braxton Key,Alabama,2017,35.29%,72.22%,21.57%,9.09%,37.93%,43.14%,27.27%,34.38%
103651,Braxton Key,Alabama,2017,35.29%,72.22%,21.57%,9.09%,37.93%,43.14%,27.27%,34.38%
103652,Devonte Fuller,Western Carolina,2015,NA,NA,NA,NA,0.00%,NA,NA,0.00%
103652,Devonte Fuller,Western Carolina,2016,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,20.00%
103652,Devonte Fuller,Western Carolina,2017,33.33%,100.00%,66.67%,50.00%,33.33%,0.00%,NA,0.00%
103681,Rex Sunahara,Rhode Island,2015,NA,NA,NA,NA,NA,NA,NA,NA
103688,Connor Bennett,UMass Lowell,2017,54.55%,33.33%,45.45%,40.00%,33.33%,0.00%,NA,NA
103689,Sam Craft,Memphis,2015,18.75%,66.67%,50.00%,25.00%,44.44%,31.25%,20.00%,33.33%
103695,Alex Zhao,Penn State,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
103696,Barry Ogalue,Long Beach State,2016,29.41%,40.00%,58.82%,30.00%,30.30%,11.76%,0.00%,33.33%
103696,Barry Ogalue,Long Beach State,2017,40.00%,75.00%,40.00%,37.50%,30.77%,20.00%,50.00%,25.00%
103697,Louie Pillari,Monmouth,2016,23.08%,33.33%,15.38%,0.00%,25.00%,61.54%,37.50%,30.77%
103697,Louie Pillari,Monmouth,2017,21.62%,50.00%,27.03%,50.00%,34.48%,51.35%,31.58%,20.88%
103698,Bruce Brittingham,Wagner,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,50.00%
103699,Derek Mountain,Holy Cross,2015,100.00%,0.00%,0.00%,NA,NA,0.00%,NA,NA
104193,Samuel Volmy,Niagara,2017,NA,NA,NA,NA,NA,NA,NA,0.00%
104344,Seth Rouse,Robert Morris,2015,0.00%,NA,100.00%,100.00%,100.00%,0.00%,NA,NA
104344,Seth Rouse,Robert Morris,2016,NA,NA,NA,NA,NA,NA,NA,NA
104344,Seth Rouse,Robert Morris,2017,NA,NA,NA,NA,0.00%,NA,NA,0.00%
104346,Emmanuel Akot,Arizona,2017,9.09%,0.00%,36.36%,25.00%,26.67%,54.55%,50.00%,30.00%
104512,Byron Smith,Southeastern Louisiana,2015,NA,NA,NA,NA,NA,NA,NA,NA
104621,Jackson Tharp,Indiana,2015,NA,NA,NA,NA,NA,NA,NA,NA
104831,Chris Smith (4),UCLA,2017,15.79%,33.33%,42.11%,12.50%,22.86%,42.11%,25.00%,29.63%
104859,Elijah McGuire,Louisiana,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,42.86%
104871,Martin Jones,North Carolina A&T,2015,0.00%,NA,33.33%,0.00%,33.33%,66.67%,0.00%,13.33%
104871,Martin Jones,North Carolina A&T,2016,0.00%,NA,0.00%,NA,0.00%,100.00%,14.29%,30.43%
104878,Rayshawn Miller,Massachusetts,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
104878,Rayshawn Miller,Massachusetts,2016,0.00%,NA,50.00%,0.00%,100.00%,50.00%,0.00%,25.00%
104878,Rayshawn Miller,Massachusetts,2017,18.06%,53.85%,27.78%,35.00%,43.48%,54.17%,25.64%,39.39%
104915,Shai Gilgeous-Alexander,Kentucky,2017,32.98%,45.16%,54.26%,35.29%,37.78%,12.77%,41.67%,24.49%
104916,Hameir Wright,Washington,2017,14.29%,50.00%,35.71%,30.00%,35.71%,50.00%,28.57%,37.84%
104917,Rayshaun Hammonds,Georgia,2017,18.60%,62.50%,39.53%,23.53%,22.67%,41.86%,27.78%,32.14%
104918,J.J. Chandler,Texas A&M,2017,17.65%,0.00%,35.29%,16.67%,23.08%,47.06%,25.00%,20.00%
104920,Garrison Brooks,North Carolina,2017,28.57%,75.00%,71.43%,10.00%,26.32%,0.00%,NA,NA
104923,Brandon Rachal,LSU,2017,36.84%,57.14%,52.63%,30.00%,27.78%,10.53%,50.00%,40.00%
104924,Isaiah Washington (2),Minnesota,2017,17.24%,50.00%,51.72%,26.67%,27.03%,31.03%,33.33%,22.22%
104925,Josh Carlton,Connecticut,2017,38.24%,69.23%,61.76%,28.57%,52.50%,0.00%,NA,NA
104926,Kobe King,Wisconsin,2017,33.33%,60.00%,13.33%,100.00%,20.00%,53.33%,37.50%,38.10%
104929,Elijah Landrum,Southern Methodist,2017,17.95%,0.00%,12.82%,40.00%,50.00%,69.23%,25.93%,35.06%
104930,Collin Sexton,Alabama,2017,20.93%,61.11%,41.86%,38.89%,23.84%,37.21%,34.38%,24.43%
104930,Collin Sexton,Alabama,2017,20.93%,61.11%,41.86%,38.89%,23.84%,37.21%,34.38%,24.43%
104934,Jose Alvarado,Georgia Tech,2017,30.00%,46.67%,10.00%,40.00%,19.23%,60.00%,50.00%,27.78%
104936,Nate Watson,Providence,2017,50.00%,75.00%,50.00%,25.00%,35.71%,0.00%,NA,NA
104937,Tyler Polley,Connecticut,2017,0.00%,NA,50.00%,25.00%,50.00%,50.00%,41.67%,37.50%
104944,Brian Rodriguez,Radford,2016,0.00%,NA,0.00%,NA,0.00%,100.00%,50.00%,66.67%
105345,Dhamir Cosby-Roundtree,Villanova,2017,94.12%,93.75%,5.88%,0.00%,33.33%,0.00%,NA,NA
105346,Myles Cale,Seton Hall,2017,28.57%,66.67%,14.29%,66.67%,18.75%,57.14%,25.00%,27.27%
105348,Chaundee Brown,Wake Forest,2017,16.07%,55.56%,50.00%,42.86%,35.90%,33.93%,31.58%,24.05%
105350,Trent Frazier,Illinois,2017,10.34%,44.44%,27.59%,37.50%,28.92%,62.07%,35.19%,32.73%
105352,Luke Garza,Iowa,2017,37.50%,66.67%,47.92%,39.13%,21.90%,14.58%,28.57%,15.56%
105353,Wyatt Wilkes,Florida State,2017,50.00%,100.00%,0.00%,NA,0.00%,50.00%,0.00%,14.29%
105357,Josh Anderson,Western Kentucky,2017,47.50%,68.42%,42.50%,35.29%,56.67%,10.00%,25.00%,57.14%
105359,Owen Hamilton,Northern Illinois,2017,28.57%,100.00%,57.14%,50.00%,44.44%,14.29%,0.00%,100.00%
105361,Sean Mobley,VCU,2017,10.34%,66.67%,20.69%,33.33%,25.00%,68.97%,35.00%,25.32%
105363,Herb Jones,Alabama,2017,21.05%,50.00%,55.26%,38.10%,33.87%,23.68%,33.33%,34.62%
105363,Herb Jones,Alabama,2017,21.05%,50.00%,55.26%,38.10%,33.87%,23.68%,33.33%,34.62%
105364,Jamir Moultrie,La Salle,2017,0.00%,NA,15.79%,33.33%,17.65%,84.21%,43.75%,27.59%
105365,Jaron Faulds,Columbia,2017,37.50%,66.67%,62.50%,30.00%,31.25%,0.00%,NA,NA
105366,Parker Hazen,Valparaiso,2017,100.00%,50.00%,0.00%,NA,NA,0.00%,NA,0.00%
105367,Manny Patterson,Green Bay,2017,42.31%,72.73%,57.69%,33.33%,31.25%,0.00%,NA,NA
105368,Nick Weatherspoon,Mississippi State,2017,19.44%,66.67%,47.22%,43.14%,46.79%,33.33%,41.67%,39.56%
105369,Makhtar Gueye,UAB,2017,34.78%,75.00%,30.43%,14.29%,43.75%,34.78%,12.50%,36.36%
105370,Marques Wilson,Lehigh,2017,19.05%,50.00%,23.81%,60.00%,19.23%,57.14%,58.33%,21.05%
105373,Andrew Platek,North Carolina,2017,25.00%,50.00%,37.50%,33.33%,27.27%,37.50%,0.00%,12.50%
105376,Daron Russell,Rhode Island,2017,25.81%,37.50%,19.35%,25.00%,54.55%,54.84%,14.71%,28.33%
105379,Evan Gilyard,UTEP,2017,20.90%,42.86%,32.84%,36.36%,33.33%,46.27%,22.58%,36.47%
105380,Kevion Nolan,Samford,2017,6.25%,0.00%,18.75%,0.00%,25.00%,75.00%,41.67%,21.05%
105381,Najja Hunter,Rice,2017,22.50%,55.56%,45.00%,33.33%,45.00%,32.50%,46.15%,39.39%
105383,Jericho Sims,Texas,2017,62.86%,63.64%,37.14%,30.77%,30.23%,0.00%,NA,0.00%
105385,Dave Beatty,South Carolina,2017,8.82%,33.33%,41.18%,35.71%,40.00%,50.00%,11.76%,34.00%
105387,Bol Riek,New Orleans,2017,50.00%,100.00%,50.00%,0.00%,33.33%,0.00%,NA,0.00%
105388,Tyler Plummer,Wagner,2017,46.15%,50.00%,7.69%,0.00%,25.00%,46.15%,16.67%,50.00%
105389,Justin Mazzulla,George Washington,2017,24.00%,83.33%,32.00%,37.50%,44.44%,44.00%,45.45%,55.00%
105390,Chris Vogt,Northern Kentucky,2017,100.00%,100.00%,0.00%,NA,0.00%,0.00%,NA,NA
105392,Anthony Gaines,Northwestern,2017,40.00%,57.14%,28.57%,10.00%,33.33%,31.43%,27.27%,35.48%
105393,Larry Owens,Northwestern State,2017,60.00%,60.00%,36.00%,22.22%,24.32%,4.00%,0.00%,100.00%
105408,Courtland Sutton,Southern Methodist,2015,0.00%,NA,0.00%,NA,0.00%,100.00%,100.00%,100.00%
105409,David Nelson (2),Southern Methodist,2015,NA,NA,NA,NA,NA,NA,NA,NA
105431,Johnny Jager,Indiana,2017,NA,NA,NA,NA,NA,NA,NA,NA
105811,Nahziah Carter,Washington,2017,26.32%,80.00%,31.58%,33.33%,17.14%,42.11%,50.00%,18.18%
105812,Zach Gunn,Ball State,2017,40.00%,37.50%,20.00%,50.00%,36.36%,40.00%,37.50%,14.55%
105815,Taylor Funk,Saint Joseph's,2017,20.41%,50.00%,14.29%,28.57%,24.14%,65.31%,50.00%,15.76%
105816,Jaizec Lottie,Little Rock,2017,44.29%,35.48%,11.43%,0.00%,36.36%,44.29%,29.03%,42.47%
105819,J.P. Moorman,Temple,2017,29.03%,44.44%,29.03%,33.33%,52.94%,41.94%,53.85%,33.33%
105826,Marquise Godwin,Old Dominion,2017,0.00%,NA,7.69%,0.00%,25.00%,92.31%,25.00%,34.29%
105827,Jesse Little,American University,2017,72.22%,69.23%,11.11%,0.00%,20.00%,16.67%,33.33%,50.00%
105827,Jesse Little,American University,2017,72.22%,69.23%,11.11%,0.00%,20.00%,16.67%,33.33%,50.00%
105831,Corey Kispert,Gonzaga,2017,13.33%,100.00%,20.00%,33.33%,17.65%,66.67%,30.00%,9.71%
105834,Timmy Falls,Montana,2017,16.67%,100.00%,33.33%,16.67%,21.43%,50.00%,66.67%,17.31%
105845,Charles Dent,Chicago State,2015,NA,NA,NA,NA,NA,NA,NA,NA
105846,Trey Tate,Auburn,2015,NA,NA,NA,NA,NA,NA,NA,NA
105846,Trey Tate,Auburn,2016,NA,NA,NA,NA,NA,NA,NA,0.00%
105857,Chase Miller,Middle Tennessee State,2016,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,33.33%
105857,Chase Miller,Middle Tennessee State,2017,NA,NA,NA,NA,0.00%,NA,NA,0.00%
105865,Brady Schuck,Furman,2016,0.00%,NA,66.67%,50.00%,100.00%,33.33%,0.00%,50.00%
105865,Brady Schuck,Furman,2017,NA,NA,NA,NA,0.00%,NA,NA,0.00%
106333,Joe Mascaro,Pittsburgh,2017,NA,NA,NA,NA,NA,NA,NA,NA
106346,Jared Ertel,Pennsylvania,2015,NA,NA,NA,NA,NA,NA,NA,0.00%
106347,Brett Paul,Pennsylvania,2015,NA,NA,NA,NA,NA,NA,NA,NA
106472,Kezie Okpala,Stanford,2017,38.10%,18.75%,35.71%,60.00%,23.81%,26.19%,18.18%,35.48%
106486,DeAndre Jones,Central Arkansas,2017,28.13%,22.22%,9.38%,33.33%,18.75%,62.50%,35.00%,21.74%
106491,Elijah Cuffee,Liberty,2017,9.09%,20.00%,25.45%,42.86%,63.64%,65.45%,30.56%,38.71%
106492,Jay Estime,UNC Wilmington,2017,8.82%,66.67%,23.53%,25.00%,23.53%,67.65%,21.74%,24.73%
106496,Mark Carbone,San Diego,2016,3.70%,0.00%,14.81%,25.00%,28.57%,81.48%,36.36%,31.88%
106497,Dalonte Brown,Miami (OH),2017,41.51%,45.45%,18.87%,20.00%,17.24%,39.62%,33.33%,26.92%
106498,Patrick Strzala,Manhattan,2017,6.67%,0.00%,13.33%,0.00%,28.57%,80.00%,33.33%,27.27%
106500,Jaden Sayles,Akron,2017,66.67%,87.50%,33.33%,25.00%,33.33%,0.00%,NA,NA
106500,Jaden Sayles,Akron,2017,66.67%,87.50%,33.33%,25.00%,33.33%,0.00%,NA,NA
106502,Brandon Randolph (2),Arizona,2017,4.00%,100.00%,48.00%,66.67%,27.27%,48.00%,33.33%,27.91%
